gene,drug_id,rho,pvalue,n_lines,fdr,name
ZEB2,BRD-K00003413-001-01-9,0.32952318983356105,1.4778416553688185e-23,873,6.541688479030307e-22,zanubrutinib
ERBB2,BRD-K00004726-001-01-9,0.32959697743333854,1.4428237107214255e-23,873,6.423176336567839e-22,ametantrone
WWTR1,BRD-K64857848-001-06-4,0.32963570368439726,1.1969572599837049e-23,876,5.411080286332524e-22,ERK5-IN-1
PXN,BRD-K58726989-001-02-7,0.32980802922925945,1.0073011075063335e-23,878,4.616204212674123e-22,HTH-01-015
EGFR,BRD-K00003267-003-01-9,0.3300869532624711,9.194118181870414e-24,878,4.238361541354543e-22,ombrabulin
PHLDB2,BRD-K88554883-001-03-2,0.3301424475972063,1.0144327069309551e-23,876,4.639788889704556e-22,ON123300
FOSL1,BRD-K00108790-001-01-9,0.3301889576815088,2.852762466493336e-23,858,1.1779993704396157e-21,AMG-397
ITGB5,BRD-K38627885-001-01-9,0.3304349727637366,9.218964634539945e-24,876,4.241449634615504e-22,APY0201
ITGB5,BRD-K00003417-001-01-9,0.3304433779182249,1.0953306404724705e-23,873,4.98055792395381e-22,MRX-2843
MAFK,BRD-K00003307-001-01-9,0.3305079191298828,1.0725182125768864e-23,873,4.886334437494541e-22,COH29
TRIO,BRD-K00003102-001-01-9,0.3308020021158154,7.272401868624924e-24,878,3.3926262769162026e-22,INCB-057643
AP1M1,BRD-K00090630-001-01-9 - QC Failure,0.33081870010077735,2.3312684015375195e-23,858,9.87072555810415e-22,Almonertinib - QC Failure
BCAR3,BRD-K58726989-001-02-7,0.33084882382947356,7.16144120900497e-24,878,3.3475440787372834e-22,HTH-01-015
BCL2L1,BRD-K00003532-001-01-9,0.33085374594663364,7.149874192884119e-24,878,3.3475440787372834e-22,inarigivir
PARD6B,BRD-K00003214-001-01-9,0.33086513356308966,7.123183956595135e-24,878,3.3430332416373795e-22,sapacitabine
SOX9,BRD-K00003099-001-01-9,0.33118972774649014,6.402473292154274e-24,878,3.03526583740831e-22,PLX51107
BCL2L1,BRD-K00003214-001-01-9,0.3312188599413714,6.3414310837549225e-24,878,3.01243754653496e-22,sapacitabine
TNFRSF12A,BRD-K00003351-003-01-9,0.3312888843646978,6.1970491586144514e-24,878,2.955865978268101e-22,methacycline
DKK1,BRD-K27677357-003-04-9,0.3313711385261524,8.089879177991962e-24,873,3.7515209553180184e-22,ruboxistaurin
PARD6B,BRD-K00003267-003-01-9,0.3314701065925895,5.838307864658248e-24,878,2.7961666273113233e-22,ombrabulin
GRHL2,BRD-K00003267-003-01-9,0.3315562963142528,5.674972592996314e-24,878,2.740402054617972e-22,ombrabulin
NAV2,BRD-K00003108-001-01-9,0.331681039052039,5.446548212651238e-24,878,2.646501555635857e-22,ABBV-744
KLF5,BRD-K00003114-001-01-9,0.3317168114843021,5.382737100763137e-24,878,2.620944406646584e-22,C188-9
BCAR3,BRD-K38627885-001-01-9,0.3318803571199556,5.738031378873442e-24,876,2.765139574990311e-22,APY0201
DOCK5,BRD-K00003307-001-01-9,0.3319735391322404,6.641235643564501e-24,873,3.1420841996232695e-22,COH29
VCL,BRD-K00005242-001-01-9,0.33199597084783,4.909517711112684e-24,878,2.4005281996679004e-22,TEN-010
CCND1,BRD-K00003423-001-01-9,0.33215603780345976,6.2553301829114195e-24,873,2.977588126985859e-22,BMS-986158
LPAR1,BRD-K00005242-001-01-9,0.3321801701903004,4.6200462485949866e-24,878,2.263725805496059e-22,TEN-010
SOX9,BRD-K00003214-001-01-9,0.33218052850567503,4.6194999343072734e-24,878,2.263725805496059e-22,sapacitabine
PXN,BRD-K00003432-001-01-9,0.3322434086163674,6.0785113663402384e-24,873,2.905254962251617e-22,EDO-S101
EGFR,BRD-K00003432-001-01-9,0.33238487049561405,5.802645921821416e-24,873,2.7847934391131444e-22,EDO-S101
TNFRSF12A,BRD-K00003307-001-01-9,0.3324126248835479,5.749992953252546e-24,873,2.7652023724983233e-22,COH29
VCL,BRD-A73891132-001-02-9,0.3324874361253869,4.174269915656219e-24,878,2.0582497145298975e-22,OXF-BD-02
ERBB2,BRD-K00003173-001-01-9,0.33260158347105073,4.0197367342238345e-24,878,1.9862428531137308e-22,SJG-136
ELOVL1,BRD-K97840621-001-02-9,0.33273294639274936,3.848888107447657e-24,878,1.9058519671031067e-22,API-1
PXN,BRD-K00003370-001-01-9,0.33274655536324055,3.8316043553093416e-24,878,1.9013218045072173e-22,cadazolid
TNFRSF12A,BRD-K00003222-001-01-9,0.33282525838894017,3.733144342771176e-24,878,1.8643386662232462e-22,tradipitant
TNFRSF12A,BRD-K00003162-001-01-9,0.33297261036004555,3.555481991605999e-24,878,1.7794159551994733e-22,crolibulin
KLF5,BRD-K00077460-001-02-9,0.3329806743984801,1.1615565305074522e-23,858,5.26122078120546e-22,Ilorasertib
TFAP2A,BRD-K00003412-300-01-9,0.33298573417436916,3.5400701656983166e-24,878,1.7755047191566749e-22,trilaciclib
EGFR,BRD-K00003454-001-01-9,0.3330316497460925,3.4866677089256966e-24,878,1.752481670817449e-22,seclidemstat
TFAP2A,BRD-K88554883-001-03-2,0.3331461429808231,3.780279272548341e-24,876,1.883852604648184e-22,ON123300
PARD6B,BRD-K00003236-001-01-9,0.33314693251079114,3.356072628936517e-24,878,1.6941280665983647e-22,firsocostat
ELOVL1,BRD-K00003432-001-01-9,0.333281664830497,4.320220233072447e-24,873,2.125730258681458e-22,EDO-S101
CIRBP,BRD-K00003343-001-01-9,0.33328184517553666,3.2093725620812617e-24,878,1.627103156636947e-22,VLX1570
YAP1,BRD-K64857848-001-06-4,0.33345686147360126,3.411179586208816e-24,876,1.718234682949837e-22,ERK5-IN-1
BCL2L1,BRD-K00090646-001-01-9,0.33354305020403485,9.681512572823933e-24,858,4.445507109077425e-22,TK216
LIF,BRD-K00003432-001-01-9,0.33365630248916245,3.818191163886886e-24,873,1.8986971038800916e-22,EDO-S101
JUN,BRD-K00003351-003-01-9,0.33372045565203545,2.7748920154329062e-24,878,1.4268893163032676e-22,methacycline
TNFRSF12A,BRD-K56932272-001-02-9,0.3338691441969074,2.9759222939249843e-24,876,1.51532147829226e-22,BMS-566419
BCL2L1,BRD-K00003396-001-01-9,0.3338741296828871,2.6368648923629977e-24,878,1.3682394215817228e-22,CEP-40783
BCL2L1,BRD-K00003111-001-01-9,0.333883366791259,2.6287881119363045e-24,878,1.3682394215817228e-22,BOS-172722
BCAR3,BRD-K50387473-001-11-0,0.33388894886677917,2.9564569661281047e-24,876,1.508696773195329e-22,XMD8-92
KLF5,BRD-A74328360-409-02-8,0.33412177772415336,2.7368457040161112e-24,876,1.4151672078377111e-22,antimonyl
TNFRSF12A,BRD-K38627885-001-01-9,0.3342301150857816,2.6402360907639783e-24,876,1.3682394215817228e-22,APY0201
TCF4,BRD-K00091285-001-01-9,0.33456346700322503,6.950305775341964e-24,858,3.270174739096577e-22,Theliatinib
CD63,BRD-K30421675-001-04-9,0.33458131756197473,2.812401795612343e-24,873,1.4414792712072737e-22,JNJ-64619178
PARD6B,BRD-K00003222-001-01-9,0.33458370019228445,2.0826301717686835e-24,878,1.096289017445443e-22,tradipitant
ERBB2,BRD-K00003236-001-01-9,0.33484551847541566,1.908678588504786e-24,878,1.0161648284859648e-22,firsocostat
DUSP4,BRD-K00003111-001-01-9,0.3348628783565313,1.89766661249392e-24,878,1.0126087686577146e-22,BOS-172722
ERBB2,BRD-K00003307-001-01-9,0.33496941106207667,2.4730561993831964e-24,873,1.2901845868746443e-22,COH29
BCL2L1,BRD-K41141507-001-18-9,0.33515297781280184,2.3269790193667045e-24,873,1.216692475182072e-22,cyproterone-acetate
BCAR3,BRD-K00003173-001-01-9,0.33516048912862856,1.7183635241780298e-24,878,9.190295717869317e-23,SJG-136
CLTB,BRD-K64857848-001-06-4,0.33518377550370765,1.9230261432655638e-24,876,1.0214765231909716e-22,ERK5-IN-1
ITGAV,BRD-K00004593-001-01-9,0.3351940895122225,2.2954517222790593e-24,873,1.2028990505180757e-22,BW-348U87
DOCK10,BRD-K00069020-001-02-9,0.33525549479845584,5.5472611499429384e-24,858,2.6898462156943226e-22,Mobocertinib
LPAR1,BRD-K00068629-001-02-9,0.33540276341013153,5.286974124310825e-24,858,2.579690171887111e-22,CBP/p300-IN-4
GPC1,BRD-A00047421-001-01-7,0.33549534028982414,1.5365968040779315e-24,878,8.255940345956188e-23,ARV-825
TNFRSF12A,BRD-K00004624-001-01-9,0.3356619374498858,1.965110037372806e-24,873,1.0414637594892793e-22,CJ-13610
ERBB2,BRD-K00003187-236-01-9,0.33584091896226276,1.368946584103732e-24,878,7.406254528627876e-23,guadecitabine
BCAR3,BRD-K00003159-300-01-9,0.3359154855413141,1.3352176404010843e-24,878,7.24053519523298e-23,banoxantrone
GPC1,BRD-K53281329-300-01-5,0.33596532936286116,1.4818688173352724e-24,876,7.998669283778288e-23,BAY-61-3606
ERBB2,BRD-K00003432-001-01-9,0.33627045285412144,1.604878459921362e-24,873,8.603031964514238e-23,EDO-S101
TFAP2C,BRD-K00003375-004-01-9,0.33636815295617717,1.1474036193837205e-24,878,6.2510763152066e-23,visomitin
ELOVL1,BRD-K64857848-001-06-4,0.33641153059858137,1.2765862352867415e-24,876,6.93869150956319e-23,ERK5-IN-1
ZNFX1,BRD-K00003375-004-01-9,0.33679545526103527,9.941889210064506e-25,878,5.441729147953808e-23,visomitin
LIF,BRD-K04466929-001-12-9,0.33713429470059886,8.872356404765223e-25,878,4.8906772144380383e-23,Merck60
LPAR1,BRD-K00003099-001-01-9,0.337136274468733,8.866454499134457e-25,878,4.8906772144380383e-23,PLX51107
KLF5,BRD-K00090635-001-01-9,0.33714303743920737,2.990281127963493e-24,858,1.5193228374513645e-22,DM4
SURF4,BRD-K97840621-001-02-9,0.33714518579574004,8.8399368977197e-25,878,4.8906772144380383e-23,API-1
CD63,BRD-K00068629-001-02-9,0.337250792020177,2.8862604641789753e-24,858,1.476098021198928e-22,CBP/p300-IN-4
WWTR1,BRD-A73891132-001-02-9,0.3376416384239955,7.480189646050068e-25,878,4.212698612228486e-23,OXF-BD-02
RAC1,BRD-K00003108-001-01-9,0.33768760276476234,7.36529401914123e-25,878,4.158010913414706e-23,ABBV-744
ERBB2,BRD-K73610817-001-10-9,0.3377002639898594,7.333952963247615e-25,878,4.1503425824945095e-23,UC-112
EGFR,BRD-K00003528-457-01-9,0.3377660380815869,9.737737065145343e-25,873,5.342497433957205e-23,AZD5153
FOSL1,BRD-K00003173-001-01-9,0.3377989279896365,7.094201303216546e-25,878,4.024409535407212e-23,SJG-136
ALDH3A1,BRD-K00003307-001-01-9,0.3378304510483904,9.529849521227597e-25,873,5.2407445414148566e-23,COH29
CD63,BRD-K00003143-001-01-9,0.337895735973509,6.866498913481462e-25,878,3.904715635179775e-23,BAY1217389
DUSP4,BRD-K00003159-300-01-9,0.3380313306320243,6.559673103267472e-25,878,3.745121249119678e-23,banoxantrone
KLF5,BRD-K00003156-066-01-9,0.33809926841082294,6.41108216824205e-25,878,3.674326576210374e-23,eribulin
YAP1,BRD-K00005242-001-01-9,0.33810082811305164,6.40771023623862e-25,878,3.674326576210374e-23,TEN-010
DKK1,BRD-K00003388-001-01-9,0.3381656437801246,8.5168738716232e-25,873,4.728179955524405e-23,CXD101
ERBB2,BRD-K41141507-001-18-9,0.33818459093147424,8.462908008257316e-25,873,4.709406808785476e-23,cyproterone-acetate
FAM83H,BRD-K00003174-001-01-9,0.3383292362787439,5.932387794785489e-25,878,3.4319744440526346e-23,soblidotin
BCL2L1,BRD-K00003222-001-01-9,0.33842020536787026,5.7529442495505515e-25,878,3.3364221588212276e-23,tradipitant
WWTR1,BRD-K00003528-457-01-9,0.33848388801219165,7.653968570113843e-25,873,4.28667587733112e-23,AZD5153
ERBB2,BRD-K27040396-051-02-9,0.33892083010020624,4.857366235950937e-25,878,2.845272272347e-23,CFI-400945
EGFR,BRD-K50387473-001-11-0,0.33920017985501943,4.999278958398434e-25,876,2.9137942098675364e-23,XMD8-92
BCL2L1,BRD-K00073208-019-02-9 - QC Failure,0.33921023608947887,1.5123857251064527e-24,858,8.144580453269127e-23,DTP3 (TFA) - QC Failure
YAP1,BRD-K04466929-001-12-9,0.3392358378218134,4.366064466857663e-25,878,2.5833837650480332e-23,Merck60
KLF5,BRD-K18530250-001-02-9,0.3392542590172409,4.908746749428768e-25,876,2.86818072569123e-23,Mps-BAY-2a
ELOVL1,BRD-K00005242-001-01-9,0.33930086745270316,4.270937300392566e-25,878,2.5399579283657777e-23,TEN-010
TNS3,BRD-K00003099-001-01-9,0.33946477177012757,4.0401735922230484e-25,878,2.4088504387101296e-23,PLX51107
GPC1,BRD-K18530250-001-02-9,0.33952890252091383,4.4734157735185835e-25,876,2.633568600974215e-23,Mps-BAY-2a
KLF5,BRD-K00003271-001-01-9,0.3396979986176769,3.7329239447095273e-25,878,2.237074318865412e-23,JD-5037
ERBB2,BRD-K00003162-001-01-9,0.33970739390365157,3.7210434419164113e-25,878,2.2356870777498808e-23,crolibulin
BCL2L1,BRD-K00003267-003-01-9,0.33988008513564655,3.509216049834928e-25,878,2.113850451462421e-23,ombrabulin
ERBB2,BRD-K00003143-001-01-9,0.339901949413059,3.483262250974442e-25,878,2.1036383806143325e-23,BAY1217389
BCAR3,BRD-K00005242-001-01-9,0.34003963394307174,3.324132902884407e-25,878,2.0127366374666935e-23,TEN-010
ITGB5,BRD-K00003143-001-01-9,0.3403326434592819,3.0090325664730204e-25,878,1.8362169489192543e-23,BAY1217389
GPC1,BRD-K04466929-001-12-9,0.3403447348269067,2.9966848465894755e-25,878,1.8334690637300844e-23,Merck60
ZNFX1,BRD-K00004614-001-01-9,0.34044577901820283,3.9508138324228654e-25,873,2.361596442234967e-23,GSK3117391
BCL2L1,BRD-K91876515-001-03-9,0.34046847652823947,2.8731658320499945e-25,878,1.767148205965065e-23,S63845
DOCK5,BRD-K00003375-004-01-9,0.34049232429301224,2.849946516802747e-25,878,1.7621415341458675e-23,visomitin
ERBB2,BRD-K00003375-004-01-9,0.34064027103843,2.709990491118321e-25,878,1.6800503384195595e-23,visomitin
YAP1,BRD-K30233223-001-04-9,0.3406862967701375,2.6678536588988676e-25,878,1.6583264818027745e-23,A-485
TRIO,BRD-A73891132-001-02-9,0.3408019773795033,2.5647876611055414e-25,878,1.6027865565603935e-23,OXF-BD-02
BCAR3,BRD-K00004614-001-01-9,0.34122500068843753,3.0342004977340626e-25,873,1.8467534904437633e-23,GSK3117391
ITGAV,BRD-K50387473-001-11-0,0.3413054725155799,2.4477674908728875e-25,876,1.537882306362396e-23,XMD8-92
ELOVL1,BRD-K00003307-001-01-9,0.34136026678604997,2.8980785195539615e-25,873,1.7777924188717898e-23,COH29
TFAP2A,BRD-K00003174-001-01-9,0.3417445379903272,1.859369042565224e-25,878,1.1906074866529977e-23,soblidotin
RAC1,BRD-K00003375-004-01-9,0.3417882225786765,1.831808067248261e-25,878,1.1761818172452296e-23,visomitin
FAM83H,BRD-K00003162-001-01-9,0.3418498750736237,1.7935974492067894e-25,878,1.1548198232193136e-23,crolibulin
GPC1,BRD-K94882685-003-10-0,0.34189798781244607,1.7643271747593221e-25,878,1.1391120090738917e-23,tolonium
CD44,BRD-K00003375-004-01-9,0.3419386732503563,1.739944586316904e-25,878,1.126481575385005e-23,visomitin
CD63,BRD-K00004614-001-01-9,0.342043323305569,2.2977246973899664e-25,873,1.4514168007404946e-23,GSK3117391
PXN,BRD-K00005242-001-01-9,0.34205783491534825,1.6704332805260144e-25,878,1.0875032488148748e-23,TEN-010
PHLDB2,BRD-K00003362-066-01-9,0.34216196932873233,1.6119421837587944e-25,878,1.0523551038773896e-23,mitoquinone
BCAR3,BRD-K00003102-001-01-9,0.3422618771649961,1.5577313165769102e-25,878,1.0226768632313355e-23,INCB-057643
BCL2L1,BRD-K00090626-001-01-9,0.34238467218255425,5.256112212463433e-25,858,3.055867030589436e-23,PTC596
ITGB5,BRD-K00003432-001-01-9,0.34251747684183925,1.955105036950923e-25,873,1.2484894787873488e-23,EDO-S101
BCL2L1,BRD-K00091280-001-01-9,0.34264169381291876,4.822457205642303e-25,858,2.8319213520168827e-23,ASP5878
GPC1,BRD-K12106308-003-01-9,0.3426653478072631,1.5387659034505253e-25,876,1.0130714562097374e-23,K145
POU3F2,BRD-K00004690-001-01-9,0.3426918227260188,1.3442971474108018e-25,878,8.925827536728768e-24,SKLB-1028
FOSL1,BRD-K00003102-001-01-9,0.3429075835238098,1.2483649733926909e-25,878,8.336224616609706e-24,INCB-057643
BCL2L1,BRD-K00003432-001-01-9,0.3429154453695009,1.7069332118400895e-25,873,1.108178972975738e-23,EDO-S101
TNFRSF12A,BRD-K00003159-300-01-9,0.3430026104715529,1.208292821312854e-25,878,8.111924430875024e-24,banoxantrone
TNS3,BRD-K00005242-001-01-9,0.34315720594256377,1.1458034819559527e-25,878,7.739803173489748e-24,TEN-010
PXN,BRD-K00003102-001-01-9,0.3432045660105765,1.1273078168699587e-25,878,7.636938636488311e-24,INCB-057643
ZEB1,BRD-K00003463-001-01-9,0.3432438217262222,1.1122013088120282e-25,878,7.556502613242652e-24,pyrotinib
TNFRSF12A,BRD-K00003236-001-01-9,0.34338177515584994,1.0606851989210238e-25,878,7.248635809702388e-24,firsocostat
YAP1,BRD-K00003099-001-01-9,0.34340788347929563,1.0512046865511353e-25,878,7.20491376365781e-24,PLX51107
TNFRSF12A,BRD-K95216408-001-02-9,0.3434092999642582,1.441915991929808e-25,873,9.519904113950134e-24,tucidinostat
ARF4,BRD-K97840621-001-02-9,0.3434601419780678,1.0324796137597272e-25,878,7.097386333174219e-24,API-1
PXN,BRD-K00003388-001-01-9,0.34359205464288084,1.3545343450983283e-25,873,8.968322015194936e-24,CXD101
PXN,BRD-A73891132-001-02-9,0.3436359708618364,9.71867805355596e-26,878,6.700440810256929e-24,OXF-BD-02
KLF5,BRD-K47983010-001-15-3,0.3438270914388672,9.099736085582444e-26,878,6.3109504982858425e-24,BX-795
KLF5,BRD-K00091286-001-01-9,0.3438648941549943,3.197530496805616e-25,858,1.9411086434114508e-23,Batabulin
PXN,BRD-K00003351-003-01-9,0.34388560325907214,8.918165177777984e-26,878,6.203433230209138e-24,methacycline
CD63,BRD-K00004722-001-01-9,0.3439184672127457,1.2113048204584047e-25,873,8.111924430875024e-24,LY3295668
LPAR1,BRD-K00003102-001-01-9,0.34393447664400967,8.769254943071573e-26,878,6.118060493416979e-24,INCB-057643
CD63,BRD-K53281329-300-01-5,0.3440396969392592,9.603128319784178e-26,876,6.640364351775024e-24,BAY-61-3606
BCL2L1,BRD-K00003280-300-01-9,0.34410716144945347,8.262545237342831e-26,878,5.799165383999299e-24,PIM-447
ERBB2,BRD-K00003102-001-01-9,0.34454329550209,7.108166180202362e-26,878,5.049606685826431e-24,INCB-057643
TFAP2A,BRD-K38627885-001-01-9,0.3445849874828577,7.959537194306877e-26,876,5.6033223887150705e-24,APY0201
PHLDB2,BRD-A25988899-001-01-6,0.34460756421266725,7.89785123670467e-26,876,5.5766942327571466e-24,tenofovir-alafenamide
ARF4,BRD-K00068629-001-02-9,0.34488576920367825,2.2660527576298025e-25,858,1.4352895677865515e-23,CBP/p300-IN-4
SOX9,BRD-K00003102-001-01-9,0.34495688151242526,6.161472597185843e-26,878,4.417360047283053e-24,INCB-057643
POU3F2,BRD-K00069020-001-02-9,0.3449779184638947,2.196565131304925e-25,858,1.398381732539166e-23,Mobocertinib
TNFRSF12A,BRD-K00005264-001-02-9,0.34502852464731815,6.010664553250056e-26,878,4.335841109214824e-24,AZD5991
KLF5,BRD-K27040396-051-02-9,0.34510249601733994,5.858788015636627e-26,878,4.2393682198594196e-24,CFI-400945
FAM83H,BRD-K75958547-238-04-9,0.34518997872433416,7.827694293763748e-26,873,5.5439051828438275e-24,pitavastatin
ELOVL1,BRD-K00003108-001-01-9,0.34536320308707685,5.353169154693381e-26,878,3.8855363193631584e-24,ABBV-744
CLTB,BRD-K00003307-001-01-9,0.3459184514487833,6.089791842470122e-26,873,4.3794035366834366e-24,COH29
ELOVL1,BRD-K00003388-001-01-9,0.34640383229781363,5.1498543699929226e-26,873,3.7496073624758434e-24,CXD101
ALDH3A1,BRD-K00003375-004-01-9,0.3465447574016615,3.55223235492627e-26,878,2.6190149715879114e-24,visomitin
ITGAV,BRD-K64857848-001-06-4,0.3467512852326445,3.7619480996339765e-26,876,2.756246112371326e-24,ERK5-IN-1
KLF5,BRD-K00003111-001-01-9,0.34679261766533054,3.2586794536313854e-26,878,2.4101853224769852e-24,BOS-172722
LIF,BRD-K00003108-001-01-9,0.3468399046640535,3.2054663710154207e-26,878,2.378354286456267e-24,ABBV-744
SOX9,BRD-K00005242-001-01-9,0.3470128245583305,3.0180959095088955e-26,878,2.246462980797513e-24,TEN-010
PARD6B,BRD-K00003174-001-01-9,0.3471324818681994,2.894826096853311e-26,878,2.1662595435944156e-24,soblidotin
ITGB5,BRD-A00047421-001-01-7,0.34721320827180624,2.814490729134953e-26,878,2.115121457277882e-24,ARV-825
ERBB2,BRD-K00003417-001-01-9,0.3474182884802175,3.624198611141009e-26,873,2.6636720106788574e-24,MRX-2843
ERBB2,BRD-K00003159-300-01-9,0.34758697625014207,2.470368085056324e-26,878,1.8685256596743173e-24,banoxantrone
TNFRSF12A,BRD-K00003237-001-01-9,0.3476377063711992,2.4269927706131643e-26,878,1.8416777608691843e-24,mavatrep
PXN,BRD-K64857848-001-06-4,0.34775238287454013,2.655450618014176e-26,876,2.002038446587978e-24,ERK5-IN-1
TNS3,BRD-K00004593-001-01-9,0.34805897125677554,2.901074949277135e-26,873,2.1662595435944156e-24,BW-348U87
ZEB1,BRD-K00003501-001-01-9,0.34809848881755173,2.0659819781568555e-26,878,1.5728381365955059e-24,lazertinib
FOSL1,BRD-A73891132-001-02-9,0.34825440364760357,1.956293028047472e-26,878,1.494198714102141e-24,OXF-BD-02
YAP1,BRD-K00068629-001-02-9,0.34851754832228393,6.588027393189214e-26,858,4.7087271019455144e-24,CBP/p300-IN-4
TNFRSF12A,BRD-K00003174-001-01-9,0.3486273091768229,1.7167754903759357e-26,878,1.3242401571309033e-24,soblidotin
FAM83H,BRD-K39576764-071-01-6,0.34886636624772455,1.799537709684992e-26,876,1.3789768967461519e-24,mivobulin
CD63,BRD-K00003316-001-01-9,0.3492936615824827,1.358840094363416e-26,878,1.0551099895502246e-24,eldecalcitol
TNS3,BRD-K00003528-457-01-9,0.3494621422752022,1.778666179113864e-26,873,1.3674666427055667e-24,AZD5153
LIF,BRD-K00003099-001-01-9,0.3496334457010748,1.2058540523647277e-26,878,9.457456681835039e-25,PLX51107
TNFRSF12A,BRD-K39576764-071-01-6,0.34993220594150826,1.2383666118942097e-26,876,9.657295753591162e-25,mivobulin
ITGB5,BRD-K04466929-001-12-9,0.35021299049499066,9.832659459719418e-27,878,7.870168386731583e-25,Merck60
ERBB2,BRD-A74328360-409-02-8,0.35029794494124966,1.0889518577311373e-26,876,8.627451803014286e-25,antimonyl
GPC1,BRD-K50387473-001-11-0,0.35040656072840576,1.048120434907226e-26,876,8.332200953963159e-25,XMD8-92
BCAR3,BRD-A73891132-001-02-9,0.35045845678516063,9.017342506520093e-27,878,7.2423824420064475e-25,OXF-BD-02
KLF5,BRD-K41141507-001-18-9,0.35062433628210704,1.1838649624920017e-26,873,9.316259900122244e-25,cyproterone-acetate
FAM83H,BRD-K00004726-001-01-9,0.35076357582119094,1.1273828883351492e-26,873,8.901754346678753e-25,ametantrone
