gene,drug_id,rho,pvalue,n_lines,fdr,name
SPINT2,BRD-K00004690-001-01-9,-0.3412495779418227,2.201799065439043e-25,878,1.398381732539166e-23,SKLB-1028
CLTB,BRD-K00003291-001-01-9,-0.3410961581700416,2.320095655834886e-25,878,1.4615977269049315e-23,BEBT-908
ARF4,BRD-K00076647-001-02-9,-0.3410066969341743,8.328406703064081e-25,858,4.645621037327296e-23,MK-0429
HDLBP,BRD-K00003343-001-01-9,-0.34073473143313016,2.62421128719474e-25,878,1.635548432115079e-23,VLX1570
PXN,BRD-K00003404-001-01-9,-0.34015576354777954,4.357843386570854e-25,873,2.5833837650480332e-23,CYC065
TNFRSF12A,BRD-K00091071-001-01-9,-0.34009780947362134,1.1268387818082373e-24,858,6.15338224495844e-23,PF-06952229
SPINT2,BRD-K00003413-001-01-9,-0.34009378131821844,4.45007227038722e-25,873,2.6264416440275282e-23,zanubrutinib
EGFR,BRD-K00003223-003-01-9,-0.3390095178043437,6.414193235896939e-25,873,3.674326576210374e-23,amiselimod
FOXA1,BRD-K00076493-001-02-9,-0.3383211750840428,2.028907804760057e-24,858,1.072842380381268e-22,NRC-2694
FADD,BRD-K00003343-001-01-9,-0.3383102895917239,5.970452462848447e-25,878,3.4454670360912075e-23,VLX1570
MYB,BRD-K00003102-001-01-9,-0.33802674434589874,6.5698259119419295e-25,878,3.745121249119678e-23,INCB-057643
SPINT2,BRD-K00003501-001-01-9,-0.33761947283142535,7.536228107428774e-25,878,4.234055849202531e-23,lazertinib
RBM47,BRD-K00076493-001-02-9,-0.3373672808992319,2.7778309041502085e-24,858,1.4268893163032676e-22,NRC-2694
WWTR1,BRD-K00003223-003-01-9,-0.3355459907197745,2.0423096297630256e-24,873,1.0774912114406644e-22,amiselimod
MYB,BRD-K00003099-001-01-9,-0.33457587867131666,2.0880610691989296e-24,878,1.0966778271756717e-22,PLX51107
PIM2,BRD-K00003159-300-01-9,-0.33373471507405106,2.761789374446921e-24,878,1.42491261058661e-22,banoxantrone
ME2,BRD-K00003159-300-01-9,-0.333234507189046,3.260109740329711e-24,878,1.649248589848182e-22,banoxantrone
JUN,BRD-K00003223-003-01-9,-0.3324849881219518,5.614923493997363e-24,873,2.7170184658738377e-22,amiselimod
FOXA1,BRD-K00069020-001-02-9,-0.3324065504059322,1.3983652546755416e-23,858,6.237136017610069e-22,Mobocertinib
MYB,BRD-K00003388-001-01-9,-0.3319118241332836,6.776989337630131e-24,873,3.1998342383654835e-22,CXD101
KLF5,BRD-K00003501-001-01-9,-0.3309383362369837,6.953948508176444e-24,878,3.270174739096577e-22,lazertinib
CDH2,BRD-K00076647-001-02-9,-0.33065061559479675,2.4604422819494992e-23,858,1.032413949977086e-21,MK-0429
MYB,BRD-K64857848-001-06-4,-0.3305722585355621,8.813955339153641e-24,876,4.0711415847173697e-22,ERK5-IN-1
TCF3,BRD-K00003214-001-01-9,-0.33056355552169253,7.864402950164985e-24,878,3.661490552813865e-22,sapacitabine
ME2,BRD-K00003214-001-01-9,-0.33051148338330677,7.999890843756928e-24,878,3.7171659801249883e-22,sapacitabine
ERBB2,BRD-K00003343-001-01-9,-0.33045515227349187,8.149059604514289e-24,878,3.7714816054793655e-22,VLX1570
MYB,BRD-K00005242-001-01-9,-0.32967280449745806,1.0528507876421077e-23,878,4.806099337650653e-22,TEN-010
ITGAV,BRD-K00003223-003-01-9,-0.32929796375712383,1.5900084678010122e-23,873,6.998432751307958e-22,amiselimod
ELOVL1,BRD-K00003223-003-01-9,-0.3291655532282442,1.6598373673403012e-23,873,7.27837128508021e-22,amiselimod
GRHL2,BRD-K00003501-001-01-9,-0.3284686769038023,1.5594737517443994e-23,878,6.876985004862283e-22,lazertinib
ITGAV,BRD-K00003343-001-01-9,-0.327281784024146,2.2929851332526846e-23,878,9.726252002610117e-22,VLX1570
FAM83H,BRD-K00076465-001-02-9,-0.3272134262552128,7.358018300473294e-23,858,2.78722210240943e-21,ZD-4190
ALDH3A1,BRD-K00076493-001-02-9,-0.3271930202393096,7.405718141180703e-23,858,2.7962268884600223e-21,NRC-2694
BLNK,BRD-K00004648-001-01-9,-0.326655809720227,2.8080412819359284e-23,878,1.1615847936532127e-21,PF-06747775
WWTR1,BRD-K00003343-001-01-9,-0.32637938635219127,3.070428355589061e-23,878,1.263416400120203e-21,VLX1570
RRAS2,BRD-K00076647-001-02-9,-0.3262439575162504,9.996557306709835e-23,858,3.6909879521709675e-21,MK-0429
FOSL1,BRD-K00004604-001-01-9,-0.3255558797019901,5.313723162734282e-23,873,2.069872295990427e-21,PRLX-93936
DOCK5,BRD-K00003223-003-01-9,-0.32531082409315315,5.747239599438597e-23,873,2.223915296656935e-21,amiselimod
PXN,BRD-K00003354-001-01-9,-0.32504489870359066,6.257272925691195e-23,873,2.4013954485920296e-21,cinobufotalin
PXN,BRD-K00003291-001-01-9,-0.3242863751302454,6.020777615386096e-23,878,2.322072845326796e-21,BEBT-908
PXN,BRD-K00003343-001-01-9,-0.32423652843387973,6.117721775382844e-23,878,2.3555748489991406e-21,VLX1570
GRHL2,BRD-K00003463-001-01-9,-0.3241775506911301,6.234418440314354e-23,878,2.3965596675497876e-21,pyrotinib
LIF,BRD-K00003223-003-01-9,-0.32330459421544366,1.0892678314685873e-22,873,3.977869962044348e-21,amiselimod
ME2,BRD-K00003388-001-01-9,-0.3232815827134218,1.0972549029530683e-22,873,3.990647540471762e-21,CXD101
FAM83H,BRD-K00090632-066-01-9 - QC Failure,-0.323045535754485,2.72602660804895e-22,858,9.2605659714128e-21,AST2818 (mesylate) - QC Failure
LIF,BRD-K00003343-001-01-9,-0.32279471427905154,9.698091830613766e-23,878,3.597838131192142e-21,VLX1570
MYB,BRD-K00003423-001-01-9,-0.32237180720631414,1.463959713069888e-22,873,5.2397651476063436e-21,BMS-986158
MYB,BRD-K00004614-001-01-9,-0.3217232908015215,1.7969258108452569e-22,873,6.342521871302532e-21,GSK3117391
RBFOX2,BRD-K00076647-001-02-9,-0.3213288228469784,4.647620805154574e-22,858,1.5065768856875548e-20,MK-0429
PXN,BRD-K00003313-001-01-9,-0.3212951478385382,1.5618954596357633e-22,878,5.573224531695734e-21,trabectedin
JUN,BRD-K00003343-001-01-9,-0.3209541154915996,1.7400331955506815e-22,878,6.171176911443176e-21,VLX1570
FOSL1,BRD-K00091071-001-01-9,-0.320287801674448,6.412214105839077e-22,858,2.0334636103347475e-20,PF-06952229
TCF3,BRD-K00003236-001-01-9,-0.32023139719972155,2.1865593125054817e-22,878,7.559802404123983e-21,firsocostat
ME2,BRD-K00004726-001-01-9,-0.3202089768760631,2.8940618931780167e-22,873,9.746399793567234e-21,ametantrone
GRHL2,BRD-K00090632-066-01-9 - QC Failure,-0.32000649048705265,6.993354377200556e-22,858,2.1939419933413612e-20,AST2818 (mesylate) - QC Failure
TCF3,BRD-K00003156-066-01-9,-0.3198104350244367,2.497008869052327e-22,878,8.544669295386676e-21,eribulin
BCL2,BRD-K00003375-004-01-9,-0.31947391698227584,2.7761750813999693e-22,878,9.389980318738073e-21,visomitin
WWTR1,BRD-K00003313-001-01-9,-0.31938608263651846,2.8539781821739987e-22,878,9.625278221323333e-21,trabectedin
FAM83H,BRD-K00090630-001-01-9 - QC Failure,-0.3190513884982975,9.38230666351677e-22,858,2.836782294174825e-20,Almonertinib - QC Failure
BCAR3,BRD-K00091071-001-01-9,-0.31884355490850763,1.0000464589071551e-21,858,3.008119155415447e-20,PF-06952229
FAM83H,BRD-K00003501-001-01-9,-0.31839474436557047,3.896324768799351e-22,878,1.2808003164047598e-20,lazertinib
MAFK,BRD-K00003343-001-01-9,-0.3183287949821854,3.9776974762382325e-22,878,1.3057127164977523e-20,VLX1570
MECOM,BRD-K00091285-001-01-9,-0.3180766455301204,1.2649823238300848e-21,858,3.723572653974401e-20,Theliatinib
ME2,BRD-K00003267-003-01-9,-0.3175157205618152,5.130010735049112e-22,878,1.649224359003684e-20,ombrabulin
CCND1,BRD-K00003223-003-01-9,-0.31738376914103017,6.990570440925541e-22,873,2.1939419933413612e-20,amiselimod
DOCK5,BRD-K00003343-001-01-9,-0.3172966172213422,5.493302406081389e-22,878,1.7611723434147358e-20,VLX1570
MYB,BRD-K00003214-001-01-9,-0.31703827319119815,5.954413100656851e-22,878,1.8934223535857404e-20,sapacitabine
MYB,BRD-A73891132-001-02-9,-0.3169944405954266,6.03635607197171e-22,878,1.9168711156810165e-20,OXF-BD-02
HDLBP,BRD-K00003313-001-01-9,-0.31679174023848733,6.430016221714132e-22,878,2.0363460587249687e-20,trabectedin
TNFRSF12A,BRD-K00003223-003-01-9,-0.3167415893765148,8.53102820382216e-22,873,2.6132004086465467e-20,amiselimod
ATP5F1A,BRD-K00003174-001-01-9,-0.3165598660835718,6.911500667309638e-22,878,2.176901320576273e-20,soblidotin
ELOVL1,BRD-K00003343-001-01-9,-0.3165557286528467,6.920407672377934e-22,878,2.176901320576273e-20,VLX1570
SPINT2,BRD-K00090632-066-01-9 - QC Failure,-0.3164423234561102,2.082584959637002e-21,858,5.836232095519905e-20,AST2818 (mesylate) - QC Failure
ME2,BRD-K00004617-001-01-9,-0.31620806027063164,1.006229511258537e-21,873,3.022827266983872e-20,imidazoacridinone
ERBB2,BRD-K00004573-001-01-9,-0.316131968047198,7.895359135777386e-22,878,2.4376530214186136e-20,RG7834
ME2,BRD-K00003162-001-01-9,-0.3160425522101523,8.11779595253376e-22,878,2.5030227836757128e-20,crolibulin
ME2,BRD-K64857848-001-06-4,-0.315719698155571,9.978392379161008e-22,876,3.008119155415447e-20,ERK5-IN-1
CLTB,BRD-K00003404-001-01-9,-0.3153442072496455,1.31363331753204e-21,873,3.8522255831065043e-20,CYC065
PARD6B,BRD-K00091285-001-01-9,-0.315160102132765,3.0728188312828633e-21,858,8.399756926870535e-20,Theliatinib
MYB,BRD-K00003375-004-01-9,-0.3151113281866732,1.0835751056350953e-21,878,3.2510035133380546e-20,visomitin
TCF3,BRD-K00003396-001-01-9,-0.3150986407758409,1.0878393008347858e-21,878,3.259612838347514e-20,CEP-40783
ITGAV,BRD-K00003431-001-01-9,-0.31495171431734437,1.138444577679777e-21,878,3.393842687440274e-20,ziritaxestat
ME2,BRD-K00003156-066-01-9,-0.31481000082404037,1.189454830238166e-21,878,3.527910950802845e-20,eribulin
TRIO,BRD-K00076647-001-02-9,-0.31432579182352804,3.953821231224903e-21,858,1.0512936270328604e-19,MK-0429
GFI1,BRD-K00003102-001-01-9,-0.31429788116967716,1.393331039555394e-21,878,4.060465468390108e-20,INCB-057643
ME2,BRD-K00003222-001-01-9,-0.3142819076187277,1.4002164693567008e-21,878,4.0754494796768133e-20,tradipitant
DKK1,BRD-K00003223-003-01-9,-0.3142638839245541,1.8311728239512153e-21,873,5.2129319417037525e-20,amiselimod
GRHL2,BRD-K00003413-001-01-9,-0.3140475807384501,1.956775476256375e-21,873,5.530079374977508e-20,zanubrutinib
WWTR1,BRD-K00003404-001-01-9,-0.3137323680014458,2.1551869418705743e-21,873,6.025242727918548e-20,CYC065
GPC1,BRD-K00003223-003-01-9,-0.31363488655277716,2.2204764267491784e-21,873,6.199896768293378e-20,amiselimod
SPINT2,BRD-K00076465-001-02-9,-0.31337793522018137,5.259877076063946e-21,858,1.3720295426536446e-19,ZD-4190
TCF3,BRD-K00003267-003-01-9,-0.3132444729079031,1.9273452199695705e-21,878,5.465231898933341e-20,ombrabulin
EGFR,BRD-K00003404-001-01-9,-0.31302915408936705,2.6722492248876373e-21,873,7.38248331963048e-20,CYC065
LIF,BRD-K00003431-001-01-9,-0.3129149705932987,2.132642284936832e-21,878,5.969355147729776e-20,ziritaxestat
ME2,BRD-K39576764-071-01-6,-0.3125271286625817,2.665084546482812e-21,876,7.380136969241266e-20,mivobulin
PIK3CD,BRD-K97152684-001-03-9,-0.31236375299922764,2.8015917540621025e-21,876,7.721556895747579e-20,PD-161570
GFI1,BRD-K00003423-001-01-9,-0.3123474638421168,3.289814882714629e-21,873,8.930261723438596e-20,BMS-986158
ME2,BRD-K00003173-001-01-9,-0.3116269565270756,3.163882809581311e-21,878,8.618446273372308e-20,SJG-136
PIM2,BRD-K00003388-001-01-9,-0.31143168361337653,4.3461326329401086e-21,873,1.1438942781202277e-19,CXD101
ERBB2,BRD-K00090632-066-01-9 - QC Failure,-0.3111701857840066,1.0185145536088416e-20,858,2.5216866681086702e-19,AST2818 (mesylate) - QC Failure
PARD6B,BRD-K00069020-001-02-9,-0.3109313684715927,1.0936208528409032e-20,858,2.6848851441804195e-19,Mobocertinib
HDLBP,BRD-K00003223-003-01-9,-0.31008564580036424,6.532557421895103e-21,873,1.6704478344040739e-19,amiselimod
CCND1,BRD-K00003291-001-01-9,-0.3097040846939043,5.6805465290071564e-21,878,1.4735375524523337e-19,BEBT-908
GFI1,BRD-K00005242-001-01-9,-0.30956520086319067,5.9248260209693966e-21,878,1.531803470819654e-19,TEN-010
ATP5F1A,BRD-K00003375-004-01-9,-0.30953009043606916,5.988205627156097e-21,878,1.5464493697309997e-19,visomitin
GFI1,BRD-K00003099-001-01-9,-0.3092199453032221,6.577938019640701e-21,878,1.6802138513119395e-19,PLX51107
ATP5F1A,BRD-K00003237-001-01-9,-0.30878871061645763,7.4942617072446e-21,878,1.8935771310456305e-19,mavatrep
EGFR,BRD-K00003343-001-01-9,-0.3087219863125993,7.646877712581788e-21,878,1.927970074417061e-19,VLX1570
YAP1,BRD-K00076647-001-02-9,-0.30781838069390055,2.748293337501591e-20,858,6.230175740454624e-19,MK-0429
CLTB,BRD-K00003273-003-01-9,-0.3076266216638076,1.063879167303586e-20,878,2.620124752183289e-19,cbl0137
CD63,BRD-K00076647-001-02-9,-0.3074607945405219,3.053002790165622e-20,858,6.867640155125208e-19,MK-0429
EGFR,BRD-K00003354-001-01-9,-0.30740565193153513,1.4613094718292443e-20,873,3.5065426052970326e-19,cinobufotalin
ME2,BRD-K00003236-001-01-9,-0.3071911048013255,1.212672034351647e-20,878,2.9585146959151035e-19,firsocostat
GPC1,BRD-K00003343-001-01-9,-0.3069518686380587,1.3029624471310733e-20,878,3.1557345403468856e-19,VLX1570
PIM2,BRD-K00003396-001-01-9,-0.306803790828383,1.3621406488698208e-20,878,3.285443884972699e-19,CEP-40783
FAM83H,BRD-K00003343-001-01-9,-0.3067373538024075,1.3895465546152332e-20,878,3.3480909355120858e-19,VLX1570
FAM83H,BRD-K00004573-001-01-9,-0.30670291377872977,1.4039668785222295e-20,878,3.379352614296761e-19,RG7834
TCF4,BRD-K00003236-001-01-9,-0.3066829870821526,1.4123777089054366e-20,878,3.392609641576348e-19,firsocostat
HDLBP,BRD-K00003404-001-01-9,-0.306582134736745,1.8683722539180844e-20,873,4.379899329846887e-19,CYC065
ME2,BRD-K00003454-001-01-9,-0.30647942181755955,1.501201118938874e-20,878,3.593512104810592e-19,seclidemstat
HDLBP,BRD-K00003273-003-01-9,-0.30642302468084326,1.526770012129924e-20,878,3.6449099819714587e-19,cbl0137
GRHL2,BRD-K00090630-001-01-9 - QC Failure,-0.3063401203954652,4.240636939533529e-20,858,9.280165407376182e-19,Almonertinib - QC Failure
ITGB3,BRD-K00076647-001-02-9,-0.30575188945953163,5.0360280866275556e-20,858,1.0829135086541876e-18,MK-0429
ME2,BRD-K00003375-004-01-9,-0.30571151834248733,1.8887370430100428e-20,878,4.423202622167407e-19,visomitin
TNFRSF12A,BRD-K00003431-001-01-9,-0.3056994980331897,1.8955284195930764e-20,878,4.434663685958897e-19,ziritaxestat
NAV2,BRD-K00003223-003-01-9,-0.30556906715291576,2.5251308934825546e-20,873,5.774692685173607e-19,amiselimod
BCL2,BRD-K00003174-001-01-9,-0.3051408041142701,2.239247717026826e-20,878,5.166406479995161e-19,soblidotin
JUN,BRD-K00003273-003-01-9,-0.3047477235923629,2.517254024709522e-20,878,5.767966771128524e-19,cbl0137
RBM47,BRD-K00090630-001-01-9 - QC Failure,-0.3046940601657927,6.853601824757693e-20,858,1.4340410192322005e-18,Almonertinib - QC Failure
ME2,BRD-K00003417-001-01-9,-0.3046696371799766,3.296104311978195e-20,873,7.357836674264983e-19,MRX-2843
TCF3,BRD-K39576764-071-01-6,-0.3044571337948127,3.028182869834989e-20,876,6.818370908842329e-19,mivobulin
TRIO,BRD-K00003354-001-01-9,-0.3043577099864866,3.614416007116431e-20,873,8.007216200789121e-19,cinobufotalin
KLF5,BRD-K00090632-066-01-9 - QC Failure,-0.3035162277011859,9.644673589962079e-20,858,1.948274080765719e-18,AST2818 (mesylate) - QC Failure
LIF,BRD-K00003291-001-01-9,-0.303278062902597,3.892848433593271e-20,878,8.575273665404517e-19,BEBT-908
FAM120A,BRD-K00003343-001-01-9,-0.30320408323130604,3.978963506750635e-20,878,8.748479311361791e-19,VLX1570
TCF3,BRD-K00003162-001-01-9,-0.303173985390364,4.014534077980104e-20,878,8.81839196151795e-19,crolibulin
TCF3,BRD-K00003173-001-01-9,-0.3026711125763858,4.657444066614219e-20,878,1.0088395062549355e-18,SJG-136
CCND1,BRD-K00003343-001-01-9,-0.3025657244793389,4.8045384398400865e-20,878,1.03590103704744e-18,VLX1570
GRHL2,BRD-K00076465-001-02-9,-0.3024851461050553,1.2990155670336743e-19,858,2.5556053731238245e-18,ZD-4190
ERBB2,BRD-K00003273-003-01-9,-0.3023290316534368,5.151816532843512e-20,878,1.102639707011159e-18,cbl0137
MYB,BRD-K30233223-001-04-9,-0.30213739607179335,5.451035688463582e-20,878,1.1634849873129756e-18,A-485
PXN,BRD-K00004573-001-01-9,-0.3020663614219163,5.566251668101289e-20,878,1.1848309106271706e-18,RG7834
RBM47,BRD-K00003501-001-01-9,-0.30198795783845506,5.696210909344223e-20,878,1.210289467029029e-18,lazertinib
EGFR,BRD-K00003291-001-01-9,-0.3018098566765047,6.002654982845425e-20,878,1.267335612096326e-18,BEBT-908
CLTB,BRD-K00003313-001-01-9,-0.3017589745965756,6.09315274456818e-20,878,1.2852812811015117e-18,trabectedin
JUN,BRD-K00003313-001-01-9,-0.30173518509940517,6.135924805397105e-20,878,1.2919714824481183e-18,trabectedin
EGFR,BRD-K00003501-001-01-9,-0.3016797373565501,6.236769820972106e-20,878,1.3108433835949647e-18,lazertinib
TCF3,BRD-K00003222-001-01-9,-0.3015929593621903,6.39788816835485e-20,878,1.3422930185887751e-18,tradipitant
CD44,BRD-K00091071-001-01-9,-0.30157140961497475,1.6896231583358902e-19,858,3.2315771241101822e-18,PF-06952229
ITGB5,BRD-K30177383-001-02-9,-0.301429047006042,7.392709207439003e-20,876,1.5358435519667946e-18,dalbavancin
FAM83H,BRD-K00003223-003-01-9,-0.30127170410748094,8.944082486533966e-20,873,1.8193306864688586e-18,amiselimod
ME2,BRD-K55790047-001-02-9,-0.3011710388814594,7.972968607334795e-20,876,1.644697460641031e-18,ON-01500
FADD,BRD-K00003223-003-01-9,-0.30100249235788906,9.67473933280084e-20,873,1.9523749816410982e-18,amiselimod
GPC1,BRD-K00091071-001-01-9,-0.3007971657073621,2.1096834632340956e-19,858,3.954091571989357e-18,PF-06952229
TCF3,BRD-K00003172-001-01-9,-0.30069516570419785,1.0581014518818926e-19,873,2.115478796696629e-18,E7820
BCL2,BRD-K00003388-001-01-9,-0.30068681494439403,1.0606774474942029e-19,873,2.1188165216097874e-18,CXD101
PIM2,BRD-K00003375-004-01-9,-0.30068311723838503,8.355057671808646e-20,878,1.7114321464111453e-18,visomitin
ME2,BRD-K00003293-001-01-9,-0.30053175550804545,1.109649083687017e-19,873,2.2109734342653847e-18,mertansine
BCL2,BRD-K00003173-001-01-9,-0.30026144212071726,9.45215451168481e-20,878,1.912690521619891e-18,SJG-136
TRIO,BRD-K00003404-001-01-9,-0.29983351686045356,1.3592789560851347e-19,873,2.6599209743644524e-18,CYC065
TCF3,BRD-K00004726-001-01-9,-0.2998322354012946,1.3597845484844134e-19,873,2.6599209743644524e-18,ametantrone
DOCK5,BRD-K00003404-001-01-9,-0.2997554435568532,1.3904234179709967e-19,873,2.710339960368485e-18,CYC065
FAM83H,BRD-K00003291-001-01-9,-0.29955024250108747,1.1633260366709066e-19,878,2.3120115756013972e-18,BEBT-908
ITGB5,BRD-K38018935-001-01-1,-0.29945398039228355,1.315753543479387e-19,876,2.586357596148043e-18,OTS514
TRIO,BRD-K00003343-001-01-9,-0.29937830713088603,1.2231026430829819e-19,878,2.4287472365450683e-18,VLX1570
FAM83H,BRD-K00003413-001-01-9,-0.2993318371426048,1.5720843332435238e-19,873,3.034083818048525e-18,zanubrutinib
TRIO,BRD-K00003223-003-01-9,-0.2991606404594797,1.651973523759761e-19,873,3.172549317774292e-18,amiselimod
FADD,BRD-K00003404-001-01-9,-0.29899486447211654,1.733145154140336e-19,873,3.298621216821493e-18,CYC065
ILK,BRD-K00076647-001-02-9,-0.29898762290832587,3.5354979173926106e-19,858,6.3906927552436265e-18,MK-0429
ERBB2,BRD-K00003501-001-01-9,-0.2988037358203801,1.445701969645074e-19,878,2.8087237268948186e-18,lazertinib
TCF4,BRD-K00003267-003-01-9,-0.29823829081207476,1.7036549967642549e-19,878,3.2552272923027955e-18,ombrabulin
SMARCA4,BRD-K00003375-004-01-9,-0.29783584390758605,1.9144060468252194e-19,878,3.6141759391275465e-18,visomitin
MYB,BRD-K00003108-001-01-9,-0.29764607759085127,2.0225090778353574e-19,878,3.809031600899917e-18,ABBV-744
AP1M1,BRD-K75958547-238-04-9,-0.29724051437738214,2.8738406587402515e-19,873,5.280456279565814e-18,pitavastatin
FOSL1,BRD-K00089577-001-01-9 - QC Failure,-0.2971195846904377,6.001645953304831e-19,858,1.0421283003019355e-17,Avilamycin A - QC Failure
GPC1,BRD-K00076647-001-02-9,-0.2971099205225418,6.018038325223639e-19,858,1.0441988993105189e-17,MK-0429
ITGB5,BRD-K00003376-001-01-9,-0.29696650054202145,2.4613730737364684e-19,878,4.572910292477642e-18,TAK-243
JUN,BRD-K00003404-001-01-9,-0.2969079838875645,3.161708701597115e-19,873,5.7685757824924105e-18,CYC065
TNS3,BRD-K00003354-001-01-9,-0.296398223212232,3.659084247999727e-19,873,6.5987744632908655e-18,cinobufotalin
JUN,BRD-K00003291-001-01-9,-0.29628442224166124,2.9960510474347106e-19,878,5.4920553004426715e-18,BEBT-908
MYC,BRD-K00003108-001-01-9,-0.2961422180936748,3.12118265688326e-19,878,5.707620773508293e-18,ABBV-744
TNFRSF12A,BRD-K00004573-001-01-9,-0.2959780606087216,3.272051168595066e-19,878,5.960590795978478e-18,RG7834
TNS3,BRD-K00003343-001-01-9,-0.2957922222131036,3.45153758296097e-19,878,6.2534369293770385e-18,VLX1570
MITF,BRD-K00003223-003-01-9,-0.2955342250437077,4.684083454555964e-19,873,8.281119402411648e-18,amiselimod
TCF4,BRD-K00003174-001-01-9,-0.29515634304495125,4.1422983514420786e-19,878,7.41300130703708e-18,soblidotin
ATP5F1A,BRD-K00003156-066-01-9,-0.2948466975248701,4.526373161901012e-19,878,8.03267984358014e-18,eribulin
SPINT2,BRD-K00090630-001-01-9 - QC Failure,-0.2948024088608067,1.1508245437242668e-18,858,1.903543611884187e-17,Almonertinib - QC Failure
ME2,BRD-K88554883-001-03-2,-0.29474528820868084,5.108652399031805e-19,876,8.990920472151457e-18,ON123300
GFI1,BRD-K00003528-457-01-9,-0.29470327647870515,5.935123242585823e-19,873,1.0313434975889655e-17,AZD5153
ATP5F1A,BRD-K39576764-071-01-6,-0.2945859004635327,5.346352279491527e-19,876,9.38804999821758e-18,mivobulin
MYB,BRD-K00003528-457-01-9,-0.2945811482425846,6.144846422454929e-19,873,1.0640838779580924e-17,AZD5153
ME2,BRD-K00003370-001-01-9,-0.29423706854126214,5.388017965298902e-19,878,9.447018445983942e-18,cadazolid
TCF4,BRD-K00003396-001-01-9,-0.29406972280524246,5.651597659151068e-19,878,9.872133070977485e-18,CEP-40783
PARD6B,BRD-K00004648-001-01-9,-0.29406654130504345,5.656729930112258e-19,878,9.873718590484217e-18,PF-06747775
EGFR,BRD-K00004648-001-01-9,-0.29399853727651504,5.767536987971441e-19,878,1.0037146275716197e-17,PF-06747775
SYK,BRD-K00004648-001-01-9,-0.29394631826157525,5.8540739517170995e-19,878,1.0180164910679468e-17,PF-06747775
SYK,BRD-K00068629-001-02-9,-0.29384394412705417,1.5038535579048937e-18,858,2.4459335668304227e-17,CBP/p300-IN-4
FOSL1,BRD-K00003223-003-01-9,-0.29356180992714875,8.2054518946931785e-19,873,1.3907021151759895e-17,amiselimod
CD44,BRD-K00003404-001-01-9,-0.2935364290386515,8.264625669121902e-19,873,1.399716167671863e-17,CYC065
FOSL1,BRD-K00076647-001-02-9,-0.29331505091096977,1.7423513325007124e-18,858,2.781573452404826e-17,MK-0429
ME2,BRD-K00004593-001-01-9,-0.29309964214450884,9.3514455326653e-19,873,1.5658845158377647e-17,BW-348U87
TCF3,BRD-K00003271-001-01-9,-0.2930146815644842,7.631773765437735e-19,878,1.301019813609123e-17,JD-5037
BCL2,BRD-K00003214-001-01-9,-0.29295630369201325,7.759395696468719e-19,878,1.3208492077047844e-17,sapacitabine
WWTR1,BRD-K30177383-001-02-9,-0.2927661222828418,8.967714126200257e-19,876,1.5089518686648842e-17,dalbavancin
TCF3,BRD-K00003532-001-01-9,-0.2922606959082692,9.451933721566332e-19,878,1.581321366789179e-17,inarigivir
FADD,BRD-K00003313-001-01-9,-0.29203233446445426,1.008326524219779e-18,878,1.678533299434806e-17,trabectedin
BLNK,BRD-K00003413-001-01-9,-0.2918565036418737,1.3276377273025982e-18,873,2.1775122078958825e-17,zanubrutinib
TNS3,BRD-K00003223-003-01-9,-0.291674387562725,1.3973766041082566e-18,873,2.2854783758725103e-17,amiselimod
ELOVL1,BRD-K00003291-001-01-9,-0.291496047025041,1.1733990288602582e-18,878,1.9367713349238667e-17,BEBT-908
TCF4,BRD-K00003214-001-01-9,-0.2913504329613054,1.2226432239025018e-18,878,2.0137855834425138e-17,sapacitabine
YAP1,BRD-K00003223-003-01-9,-0.29124925083072956,1.5745417299513965e-18,873,2.5344482997537216e-17,amiselimod
ME2,BRD-K00090635-001-01-9,-0.29119269102046313,3.1356786463941612e-18,858,4.761993588273187e-17,DM4
PXN,BRD-K00003273-003-01-9,-0.2908493034019485,1.4082025423147771e-18,878,2.3015741132154527e-17,cbl0137
GPC1,BRD-K00003404-001-01-9,-0.2905308943792277,1.9255310515420085e-18,873,3.046954078310076e-17,CYC065
ATP5F1A,BRD-K00003362-066-01-9,-0.2904755511140218,1.5644183319021418e-18,878,2.5198887149012307e-17,mitoquinone
TNFRSF12A,BRD-K00003343-001-01-9,-0.2903988648568908,1.5985221796320435e-18,878,2.5677429816055068e-17,VLX1570
ME2,BRD-K00003406-001-01-9,-0.29032660626020523,1.6313271345267047e-18,878,2.6132541321561444e-17,milademetan
ITGAV,BRD-K00003404-001-01-9,-0.2902779819410649,2.0666203966705496e-18,873,3.246038434877963e-17,CYC065
PIM2,BRD-K64857848-001-06-4,-0.290177211123362,1.8597669038311055e-18,876,2.9589157301797546e-17,ERK5-IN-1
PXN,BRD-K00003096-001-01-9,-0.28978448293706327,1.899548343912903e-18,878,3.013423594394323e-17,FN-1501
BCL2,BRD-K88554883-001-03-2,-0.28970945685071026,2.120042937577427e-18,876,3.3210216847895195e-17,ON123300
CD63,BRD-K00003223-003-01-9,-0.2894465169632984,2.6061778432157906e-18,873,4.0179148121134205e-17,amiselimod
FOSL1,BRD-K00003354-001-01-9,-0.2893361998493722,2.6874806246942742e-18,873,4.132355076339117e-17,cinobufotalin
JUN,BRD-K00076647-001-02-9,-0.28919678036062835,5.424546992878214e-18,858,7.909077499535222e-17,MK-0429
FADD,BRD-K00003291-001-01-9,-0.2891950595371792,2.2406053237047176e-18,878,3.4981581580244935e-17,BEBT-908
