gene,drug_id,name,rho,pvalue,fdr,n_lines
RRAS2,BRD-K00091071-001-01-9,PF-06952229,-0.2551205323997297,3.250996747159325e-14,2.3094922788634577e-13,858
NARF,BRD-K00003162-001-01-9,crolibulin,-0.2551143000944963,1.64259052625412e-14,1.2336319337921368e-13,878
MAFF,BRD-K00003223-003-01-9,amiselimod,-0.2550002925884468,2.0033380279628145e-14,1.477475445190193e-13,873
TCF4,BRD-K00091286-001-01-9,Batabulin,-0.2549596517967564,3.3775059954725924e-14,2.389920379236616e-13,858
TFAP2A,BRD-K00003291-001-01-9,BEBT-908,-0.2549091125056716,1.7264687479245614e-14,1.2912328824477712e-13,878
ALDH3A1,BRD-K00003223-003-01-9,amiselimod,-0.2549017695543768,2.051534046516976e-14,1.511615817629091e-13,873
CD44,BRD-K00003223-003-01-9,amiselimod,-0.2548648557798701,2.0698834197619443e-14,1.5241750247850087e-13,873
MYC,BRD-K00005242-001-01-9,TEN-010,-0.2548485696509162,1.7520118388247855e-14,1.308661575487788e-13,878
FAM120A,BRD-K00003273-003-01-9,cbl0137,-0.254800842319755,1.7724093325941026e-14,1.3222071791059485e-13,878
YAP1,BRD-K00003404-001-01-9,CYC065,-0.2547763032762489,2.1145613412388143e-14,1.556093440410377e-13,873
MYB,BRD-K00003173-001-01-9,SJG-136,-0.2547391083351176,1.7991391660386434e-14,1.34043610419685e-13,878
MAFF,BRD-K00003404-001-01-9,CYC065,-0.2546988575417339,2.1544108061407054e-14,1.5814349673718776e-13,873
TRIO,BRD-K00077266-001-02-9,CCR2 antagonist 3,-0.2546808712416873,3.608266041455328e-14,2.5386740299893283e-13,858
ATP5F1A,BRD-K58726989-001-02-7,HTH-01-015,-0.2546709889474197,1.8290933175599528e-14,1.3597191163489572e-13,878
EIF2D,BRD-K00003406-001-01-9,milademetan,-0.2546538870384421,1.836690130713868e-14,1.36449846583104e-13,878
FADD,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2545385119617034,3.7320035880906343e-14,2.618564631067376e-13,858
SPDEF,BRD-K00091285-001-01-9,Theliatinib,-0.254505267185378,3.761494285299283e-14,2.6376731003904853e-13,858
RBFOX2,BRD-K00003273-003-01-9,cbl0137,-0.2545007208070579,1.9061240243659788e-14,1.411594762277619e-13,878
CCNB1IP1,BRD-K00003423-001-01-9,BMS-986158,-0.2542786799666069,2.3838107016290703e-14,1.7351112961219133e-13,873
BLNK,BRD-K00090632-066-01-9 - QC Failure,AST2818 (mesylate) - QC Failure,-0.2542122637474572,4.0315011800273136e-14,2.8059632394162714e-13,858
RBFOX2,BRD-K00003313-001-01-9,trabectedin,-0.2542019165017313,2.0490792312609868e-14,1.5102831848953573e-13,878
TNFRSF12A,BRD-K00004604-001-01-9,PRLX-93936,-0.2541934564851809,2.4331835436736223e-14,1.7671959534723398e-13,873
SNAI2,BRD-K00003354-001-01-9,cinobufotalin,-0.2540745955479558,2.503724255923737e-14,1.8144819630837082e-13,873
SASH3,BRD-K49921286-001-02-6,LMK-235,-0.2538007987963219,2.257649302462222e-14,1.6509612107205169e-13,878
VCL,BRD-K00003291-001-01-9,BEBT-908,-0.2537224804148165,2.3007398015125663e-14,1.6788289304074838e-13,878
SOX10,BRD-K00003273-003-01-9,cbl0137,-0.2536099795421535,2.3640539239298284e-14,1.722877091053569e-13,878
LUC7L,BRD-K00003375-004-01-9,visomitin,-0.2536008862023428,2.3692456427181724e-14,1.726122480100035e-13,878
WWTR1,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2535385513695138,4.7265699540167956e-14,3.252926765762089e-13,858
YAP1,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2535086891071042,2.8680801428203057e-14,2.0581138808104445e-13,873
FOXA1,BRD-K00090632-066-01-9 - QC Failure,AST2818 (mesylate) - QC Failure,-0.253371482077226,4.916378062606173e-14,3.37659676988632e-13,858
BCL2,BRD-K00029607-334-02-9,Netarsudil mesylate,-0.2533679118710633,4.9205147644981633e-14,3.377860556364957e-13,858
PPM1D,BRD-K00004617-001-01-9,imidazoacridinone,-0.2532485516926965,3.0525726809559583e-14,2.179796171686607e-13,873
SURF4,BRD-K00003291-001-01-9,BEBT-908,-0.2531945190440894,2.6130443968184423e-14,1.8890217643810898e-13,878
BCAR3,BRD-K00003291-001-01-9,BEBT-908,-0.2530336285621732,2.7162345642928332e-14,1.958168853690688e-13,878
ZFP36L1,BRD-K00003291-001-01-9,BEBT-908,-0.2529973575309436,2.7400446393780788e-14,1.9741160083706682e-13,878
JUN,BRD-K00003096-001-01-9,FN-1501,-0.252914698940536,2.795074064987617e-14,2.009426977757324e-13,878
ME2,BRD-K71500795-003-02-9,TAK-659,-0.2529045253612493,3.3145506459219237e-14,2.348032684817728e-13,873
JUNB,BRD-K00091071-001-01-9,PF-06952229,-0.2528419630911469,5.5687564840430867e-14,3.7857177587276045e-13,858
PIM2,BRD-K04466929-001-12-9,Merck60,-0.2528246067678775,2.8562885074059055e-14,2.0502817873185138e-13,878
BCL2,BRD-K00003396-001-01-9,CEP-40783,-0.2527848062362895,2.883748968425151e-14,2.0687225564773678e-13,878
TCF3,BRD-K00003454-001-01-9,seclidemstat,-0.2526857569841075,2.953218420044621e-14,2.1133686746259306e-13,878
TCF3,BRD-K00003499-001-01-9,adavivint,-0.252646654405398,2.9810935883998247e-14,2.1320109959633018e-13,878
DKK1,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2525894295649726,3.5737910541187294e-14,2.5158627866524983e-13,873
CHD7,BRD-K00004636-001-01-9,DpC,-0.2525092155449113,3.642902666502008e-14,2.561429636627104e-13,873
MAFF,BRD-K00003343-001-01-9,VLX1570,-0.2525019078139229,3.0865456139629405e-14,2.2013653979109507e-13,878
ELOVL1,BRD-K30177383-001-02-9,dalbavancin,-0.2524830929670068,3.3152951651114584e-14,2.348032684817728e-13,876
SURF4,BRD-K00003273-003-01-9,cbl0137,-0.2524215805436372,3.1466375911941117e-14,2.240122259561035e-13,878
NARF,BRD-K00003156-066-01-9,eribulin,-0.2523455785841521,3.2045506425714424e-14,2.278359467653648e-13,878
BCL2,BRD-K00004617-001-01-9,imidazoacridinone,-0.2523078134134385,3.82226390350581e-14,2.67386866066261e-13,873
TNFRSF12A,BRD-K00003404-001-01-9,CYC065,-0.2522757925857617,3.851568101598211e-14,2.6927564962773975e-13,873
TCF3,BRD-K00003316-001-01-9,eldecalcitol,-0.2521234723627134,3.379858194054967e-14,2.390860947683193e-13,878
SMARCA4,BRD-K00004701-001-01-9,KPT-9274,-0.2519959844286482,3.4847017645821173e-14,2.4590715471561973e-13,878
LIF,BRD-K00075584-003-02-9,Melflufen (hydrochloride),-0.2519274341745515,6.901165330514691e-14,4.599202626312784e-13,858
ME2,BRD-K00004614-001-01-9,GSK3117391,-0.2518316112983832,4.2815469734611473e-14,2.966745207937561e-13,873
GFI1,BRD-K00068629-001-02-9,CBP/p300-IN-4,-0.251787638726232,7.130677459951032e-14,4.742691906487636e-13,858
ZEB1,BRD-K39576764-071-01-6,mivobulin,-0.2517558937256265,3.9450129496400217e-14,2.7506814635735856e-13,876
ITGB5,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2516615805269439,4.458323572094948e-14,3.079194400916169e-13,873
NARF,BRD-K00003267-003-01-9,ombrabulin,-0.2516612435439569,3.7754219093951536e-14,2.646645496892127e-13,878
TXLNG,BRD-K55790047-001-02-9,ON-01500,-0.2516561234193214,4.0400966257700164e-14,2.811108613798654e-13,876
PIM2,BRD-K00003173-001-01-9,SJG-136,-0.2516130118054397,3.819227179391559e-14,2.6733446432087306e-13,878
PRDM16,BRD-K00003223-003-01-9,amiselimod,-0.2516059334235167,4.5177196968529634e-14,3.118374032925205e-13,873
GFI1,BRD-K04466929-001-12-9,Merck60,-0.2515689752994476,3.859657743937037e-14,2.6976052868210655e-13,878
KLF5,BRD-K00003343-001-01-9,VLX1570,-0.2515366345385404,3.8896175727280976e-14,2.7169199614405584e-13,878
TCF4,BRD-K00004726-001-01-9,ametantrone,-0.2515089516909823,4.6230971082866346e-14,3.185466557042312e-13,873
DOCK5,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2512067554939681,8.16726956144068e-14,5.383119689509068e-13,858
TCF3,BRD-K00004693-001-01-9,furvina,-0.2511999653705966,4.2153802656628354e-14,2.923497553978392e-13,878
TXLNG,BRD-K00003174-001-01-9,soblidotin,-0.2511812372642655,4.234267683689392e-14,2.9348548132618176e-13,878
ATP5F1A,BRD-K00003388-001-01-9,CXD101,-0.2510949514382415,5.1007296747844546e-14,3.490900555170198e-13,873
TCF3,BRD-K58726989-001-02-7,HTH-01-015,-0.2510881626676527,4.329373295679935e-14,2.9972189770921644e-13,878
BCAR3,BRD-K00003096-001-01-9,FN-1501,-0.2510378629885592,4.3816401712640635e-14,3.029813434401884e-13,878
BAMBI,BRD-K00004573-001-01-9,RG7834,-0.2510217749103968,4.3984878124070274e-14,3.039664611223449e-13,878
ELOVL1,BRD-K00003273-003-01-9,cbl0137,-0.2509004352499877,4.527621149778799e-14,3.1233636810103337e-13,878
TCF7L2,BRD-K00003291-001-01-9,BEBT-908,-0.2508781065850884,4.5517861088780525e-14,3.138181266569258e-13,878
DOCK5,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2508382569444329,5.4208632250341604e-14,3.6948502565033065e-13,873
CCND1,BRD-K00003273-003-01-9,cbl0137,-0.2507559758111182,4.6862178347361667e-14,3.227056076412896e-13,878
GPC1,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2507482988628718,9.088532122037493e-14,5.916912890146525e-13,858
CIRBP,BRD-K20239555-001-02-9,A-887826,-0.2507253910788131,4.720488613709045e-14,3.249698376424383e-13,878
ME2,BRD-K00003532-001-01-9,inarigivir,-0.2507047584755349,4.7437466734418774e-14,3.262826581862377e-13,878
TCF3,BRD-K18530250-001-02-9,Mps-BAY-2a,-0.2506940513999856,5.0804166095129964e-14,3.478016900923777e-13,876
CD79B,BRD-K00003173-001-01-9,SJG-136,-0.2504532802547607,5.036426361630658e-14,3.450933946761412e-13,878
JUNB,BRD-K00003404-001-01-9,CYC065,-0.2504502631202452,5.942513914668373e-14,4.010639191846063e-13,873
LIF,BRD-K00004573-001-01-9,RG7834,-0.2504352078119751,5.058129455831372e-14,3.463773854136855e-13,878
ITGB5,BRD-A45499626-001-04-9,UBP-296,-0.2504278518845573,5.41200724251601e-14,3.6898901187889203e-13,876
RRAS2,BRD-K00003431-001-01-9,ziritaxestat,-0.2503620745369697,5.1468960179761803e-14,3.520434700969835e-13,878
MAFF,BRD-K00003291-001-01-9,BEBT-908,-0.2503382516229717,5.176140228289256e-14,3.539401679800365e-13,878
ELOVL1,BRD-K00004573-001-01-9,RG7834,-0.250307788746354,5.2137731433982036e-14,3.56304988033634e-13,878
YAP1,BRD-K00003354-001-01-9,cinobufotalin,-0.2502681815816739,6.204006828246546e-14,4.1738643520373714e-13,873
ATP5F1A,BRD-K00090635-001-01-9,DM4,-0.2501427490120492,1.0463097278617697e-13,6.733026145260264e-13,858
NARF,BRD-K39576764-071-01-6,mivobulin,-0.25008644598264,5.868513871988724e-14,3.966422967499146e-13,876
PIAS4,BRD-K91876515-001-03-9,S63845,-0.2500704972968389,5.516254929359172e-14,3.756582465296695e-13,878
GFI1,BRD-K29066607-001-02-9,D-157495,-0.2500332183549683,5.565315345988748e-14,3.7844792047264773e-13,878
TCF3,BRD-K00003362-066-01-9,mitoquinone,-0.2500046373920884,5.603218700615477e-14,3.808038018923668e-13,878
ITGB5,BRD-K00004573-001-01-9,RG7834,-0.2499816255104895,5.6339204993739045e-14,3.826677998005432e-13,878
MYB,BRD-K00003187-236-01-9,guadecitabine,-0.2499431750505632,5.685588829439205e-14,3.8584083078296494e-13,878
TFDP2,BRD-K00004701-001-01-9,KPT-9274,-0.2498608737477445,5.797750388441194e-14,3.9231332391038667e-13,878
ME2,BRD-K00003126-001-01-9,G-749,-0.2497817743831636,5.907593581968784e-14,3.989375244084784e-13,878
BCL2,BRD-K00004726-001-01-9,ametantrone,-0.2496441097360281,7.188839822897428e-14,4.775939861874891e-13,873
CIRBP,BRD-K97181972-001-01-9,CPI-169,-0.2494983487359512,6.74507827044874e-14,4.5054578261482693e-13,876
FOSL1,BRD-K00003096-001-01-9,FN-1501,-0.2494618450661107,6.373089363644455e-14,4.2765387484093663e-13,878
TRIO,BRD-K00003291-001-01-9,BEBT-908,-0.2494069224460764,6.456543554454276e-14,4.326328439068387e-13,878
ATP5F1A,BRD-K00091286-001-01-9,Batabulin,-0.2493540155692853,1.2562799634531097e-13,7.957120679085659e-13,858
DOCK5,BRD-K00090648-001-01-9,Zotatifin,-0.2492965715657912,1.2730935955038556e-13,8.046171853465688e-13,858
ME2,BRD-K00090626-001-01-9,PTC596,-0.2491642651370869,1.3126633658446842e-13,8.278350832844564e-13,858
PIK3AP1,BRD-K00068629-001-02-9,CBP/p300-IN-4,-0.2491540220139909,1.3157766780892892e-13,8.295746566038002e-13,858
ME2,BRD-K00003099-001-01-9,PLX51107,-0.2491193618961936,6.911305721492406e-14,4.60464758616649e-13,878
BCL2,BRD-K55790047-001-02-9,ON-01500,-0.2490962223358953,7.417152843624571e-14,4.916440619999815e-13,876
SMARCA4,BRD-K00003432-001-01-9,EDO-S101,-0.2489774650663862,8.410396181651818e-14,5.524670589026598e-13,873
GLI1,BRD-K39576764-071-01-6,mivobulin,-0.248970318071202,7.640776532815329e-14,5.051043996377359e-13,876
MITF,BRD-K00003291-001-01-9,BEBT-908,-0.2489417026285139,7.207821325802972e-14,4.787189543241461e-13,878
MYB,BRD-K00003370-001-01-9,cadazolid,-0.2488989104073185,7.281087132252706e-14,4.833103335842381e-13,878
TCF3,BRD-K00004739-001-01-9,hepsulfam,-0.248874428982208,8.61654159064232e-14,5.645803477894375e-13,873
SMARCA4,BRD-K00003396-001-01-9,CEP-40783,-0.2488422211026012,7.379272891336191e-14,4.892719603299558e-13,878
ARL4C,BRD-K00076647-001-02-9,MK-0429,-0.2488372057457468,1.415729524170964e-13,8.875651941771396e-13,858
ELOVL1,BRD-K00003354-001-01-9,cinobufotalin,-0.2487568097849049,8.857927655402569e-14,5.781275765486422e-13,873
ARHGAP45,BRD-K00003108-001-01-9,ABBV-744,-0.2486941884040609,7.641832779047727e-14,5.051043996377359e-13,878
MYB,BRD-K00010388-001-01-9,PTC-028,-0.248574110221714,7.861526116735565e-14,5.187453088660182e-13,878
ATP5F1A,BRD-K00004624-001-01-9,CJ-13610,-0.2485282188853365,9.34618653364276e-14,6.074501436715756e-13,873
ME2,BRD-K00090628-001-01-9,AB-680,-0.2484797479251718,1.537461293802168e-13,9.556793978389437e-13,858
AP1M1,BRD-K04853698-376-01-4,LDN193189,-0.2484477232661737,8.641845785063325e-14,5.659210414359764e-13,876
TCF3,BRD-K00091280-001-01-9,ASP5878,-0.248398966398169,1.5663621225039076e-13,9.718347631314393e-13,858
YAP1,BRD-K00003431-001-01-9,ziritaxestat,-0.2483761444114727,8.237326554982967e-14,5.424705445000335e-13,878
SNAI2,BRD-K00091071-001-01-9,PF-06952229,-0.2483118808549889,1.598115236789951e-13,9.891723865003905e-13,858
ME2,BRD-K41141507-001-18-9,cyproterone-acetate,-0.2482997378216578,9.860571147026013e-14,6.378667834162524e-13,873
FADD,BRD-K00077266-001-02-9,CCR2 antagonist 3,-0.2482508794506433,1.620732704816011e-13,1.0021101792846513e-12,858
TNS3,BRD-K30177383-001-02-9,dalbavancin,-0.248246512812726,9.060671324616513e-14,5.903598900086426e-13,876
ATP5F1A,BRD-K00004593-001-01-9,BW-348U87,-0.2481682032261613,1.0169190791677105e-13,6.569218551218276e-13,873
TXLNG,BRD-K00003267-003-01-9,ombrabulin,-0.2480975739836285,8.79615219071797e-14,5.747376824195146e-13,878
MITF,BRD-K38018935-001-01-1,OTS514,-0.2480409166250069,9.509186766604956e-14,6.175290722675495e-13,876
CD63,BRD-K00003291-001-01-9,BEBT-908,-0.2480312517404068,8.934585279768741e-14,5.828052669795004e-13,878
SLC38A5,BRD-K00003214-001-01-9,sapacitabine,-0.2480050098190218,8.989947810903568e-14,5.860894288324634e-13,878
ZFP36L1,BRD-K00003354-001-01-9,cinobufotalin,-0.2479516486700547,1.0698059128663973e-13,6.869094449316878e-13,873
SURF4,BRD-K00003404-001-01-9,CYC065,-0.2479395399106566,1.0728414707548341e-13,6.886693450832732e-13,873
CCND1,BRD-K00076647-001-02-9,MK-0429,-0.2479369386649095,1.7421909438818516e-13,1.069568866309604e-12,858
EGFR,BRD-K00003431-001-01-9,ziritaxestat,-0.2479278611616443,9.154664908403855e-14,5.9549910447875e-13,878
RBM47,BRD-K00076465-001-02-9,ZD-4190,-0.2479080244364794,1.7538162507820677e-13,1.075992417725546e-12,858
MYC,BRD-K00003423-001-01-9,BMS-986158,-0.2478218688762445,1.1027841121350913e-13,7.063379081617254e-13,873
FOSL1,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2477667102085449,1.1171005814630685e-13,7.143330995883676e-13,873
MYC,BRD-K00003528-457-01-9,AZD5153,-0.2477070880662667,1.1327806373850901e-13,7.23370192813233e-13,873
ZFP36L1,BRD-K00004604-001-01-9,PRLX-93936,-0.2476728218196666,1.1418898312562326e-13,7.285899300060244e-13,873
NARF,BRD-K00003532-001-01-9,inarigivir,-0.2476632418799298,9.742456280373823e-14,6.312744335594593e-13,878
PIK3CD,BRD-K00091124-001-01-9 - QC Failure,AR-13324 M1 metabolite - QC Failure,-0.2476359571765664,1.8669973895276306e-13,1.1381184921241466e-12,858
CCNB1IP1,BRD-K00003388-001-01-9,CXD101,-0.2475753554299653,1.1681946058988625e-13,7.437495050141162e-13,873
CLTB,BRD-K00003354-001-01-9,cinobufotalin,-0.2475148404233509,1.1848249074868838e-13,7.537214953125597e-13,873
HDLBP,BRD-K00003096-001-01-9,FN-1501,-0.2474430010168268,1.0259776692671565e-13,6.614869013821197e-13,878
LIF,BRD-K00078302-075-02-9 - QC Failure,Elubrixin (tosylate) - QC Failure,-0.2474153005431031,1.9640257325512629e-13,1.1929108477439738e-12,858
FOSL1,BRD-K00004573-001-01-9,RG7834,-0.2473145686075804,1.0573791490322325e-13,6.800513338244726e-13,878
KLF5,BRD-K00003223-003-01-9,amiselimod,-0.2472302815202224,1.266191411766992e-13,8.006879241292787e-13,873
TCF7L2,BRD-K00003313-001-01-9,trabectedin,-0.2472136302056146,1.0827183959913759e-13,6.944372763751493e-13,878
CCND1,BRD-K00003096-001-01-9,FN-1501,-0.2471891397696778,1.088955647327431e-13,6.98246128651213e-13,878
BCL2,BRD-K00003406-001-01-9,milademetan,-0.2470916040897283,1.1141478007217109e-13,7.132254833872315e-13,878
MYB,BRD-K00003159-300-01-9,banoxantrone,-0.247030495987735,1.1302216087622424e-13,7.219332998084484e-13,878
LIF,BRD-K00091272-001-01-9,CCR1 antagonist 9,-0.2470087594848962,2.155909025665813e-13,1.2966522323175858e-12,858
GPC1,BRD-K00003273-003-01-9,cbl0137,-0.2470041376849169,1.137224896153757e-13,7.258115858248389e-13,878
PLCG2,BRD-K00005242-001-01-9,TEN-010,-0.2467834645035644,1.1975515277112772e-13,7.614030006982582e-13,878
PIM2,BRD-K00003454-001-01-9,seclidemstat,-0.24674195565045,1.209244769014167e-13,7.682106208589047e-13,878
FADD,BRD-K00003096-001-01-9,FN-1501,-0.2466814846068372,1.2264804512642422e-13,7.783139046143866e-13,878
PIM2,BRD-K55790047-001-02-9,ON-01500,-0.246677263827083,1.3086829512097434e-13,8.255475826092879e-13,876
ARHGAP45,BRD-K00068629-001-02-9,CBP/p300-IN-4,-0.2465965003347597,2.369237894078311e-13,1.4140405531255945e-12,858
JUNB,BRD-K00003273-003-01-9,cbl0137,-0.2465453989132738,1.2661543552705369e-13,8.006879241292787e-13,878
PIK3CD,BRD-K00091108-001-01-9,PRI-724,-0.2465444693731577,2.397591464274186e-13,1.4281405623711974e-12,858
EGFR,BRD-K00076647-001-02-9,MK-0429,-0.2465096878668321,2.416730452833183e-13,1.436881814897409e-12,858
CHD7,BRD-K00068629-001-02-9,CBP/p300-IN-4,-0.2464562336984642,2.446436720644068e-13,1.452696113691391e-12,858
ALDH3A1,BRD-K00003343-001-01-9,VLX1570,-0.2464357621704837,1.2990307809145944e-13,8.196800057110126e-13,878
TRIO,BRD-K00003273-003-01-9,cbl0137,-0.2463387042495265,1.3288330530819388e-13,8.373547079167181e-13,878
SLC38A5,BRD-K18530250-001-02-9,Mps-BAY-2a,-0.2463218244931889,1.4218278274234297e-13,8.906716693256607e-13,876
ME2,BRD-K47983010-001-15-3,BX-795,-0.2463107574182579,1.3375379805356426e-13,8.423858173289957e-13,878
ATP5F1A,BRD-K00003159-300-01-9,banoxantrone,-0.2462608242145117,1.353230738227977e-13,8.51580743507385e-13,878
MYB,BRD-K92723993-001-17-4,Imatinib,-0.2462264074468635,1.2011074270464778e-13,7.634561540639183e-13,882
BCL2,BRD-K00090628-001-01-9,AB-680,-0.2462192290028917,2.5825189560250377e-13,1.5242079050559897e-12,858
CLTB,BRD-K30177383-001-02-9,dalbavancin,-0.2461821819147899,1.4688580537503261e-13,9.164482229645654e-13,876
EIF2D,BRD-K00003159-300-01-9,banoxantrone,-0.2460914223521614,1.4078271084913784e-13,8.833217497895434e-13,878
SMARCA4,BRD-A00047421-001-01-7,ARV-825,-0.2460547685175782,1.419921536212583e-13,8.89715982422533e-13,878
PXN,BRD-K00077266-001-02-9,CCR2 antagonist 3,-0.2460275830919243,2.697960730688609e-13,1.585535282817555e-12,858
GPC1,BRD-K00004573-001-01-9,RG7834,-0.2460186733868211,1.431931194475093e-13,8.962800181379719e-13,878
RAF1,BRD-K00003174-001-01-9,soblidotin,-0.2459863009770244,1.442786938979229e-13,9.02349915381925e-13,878
NAV2,BRD-K00003404-001-01-9,CYC065,-0.2459784482493783,1.694196533171565e-13,1.0433929215622084e-12,873
NARF,BRD-K00003222-001-01-9,tradipitant,-0.2459632503475753,1.4505658891539997e-13,9.062450136676632e-13,878
ME2,BRD-K00004750-001-01-9,PF-06873600,-0.2459462076014019,1.7069137139699392e-13,1.0501181185287028e-12,873
PXN,BRD-K00090648-001-01-9,Zotatifin,-0.2458943274017837,2.781196857690677e-13,1.6303904763339446e-12,858
BCL2,BRD-K94882685-003-10-0,tolonium,-0.2458821619111874,1.4782593156774738e-13,9.220677001871874e-13,878
BCAR3,BRD-K00076647-001-02-9,MK-0429,-0.2458660443404947,2.799184679630848e-13,1.6404850634988012e-12,858
PIM2,BRD-K50387473-001-11-0,XMD8-92,-0.2458604326764707,1.5831051216864046e-13,9.806608243852276e-13,876
IRF4,BRD-K00004636-001-01-9,DpC,-0.245769944401724,1.778112782372891e-13,1.0887621679229552e-12,873
PDGFRB,BRD-K00076647-001-02-9,MK-0429,-0.2456883192182208,2.914855450749876e-13,1.7031500398731524e-12,858
PIK3AP1,BRD-K38627885-001-01-9,APY0201,-0.2456404261214337,1.6661970593244692e-13,1.0272318034959505e-12,876
TXLNG,BRD-K00003362-066-01-9,mitoquinone,-0.245625838640204,1.5692539474037113e-13,9.728541978440196e-13,878
LUC7L,BRD-K58726989-001-02-7,HTH-01-015,-0.2455306215435315,1.6044369718702237e-13,9.925595793157986e-13,878
ME2,BRD-A73891132-001-02-9,OXF-BD-02,-0.2453687938128172,1.6660159272633456e-13,1.0272318034959505e-12,878
MYB,BRD-K00003280-300-01-9,PIM-447,-0.2452822626898043,1.6998880113709673e-13,1.0466223024700277e-12,878
TXLNG,BRD-K00003162-001-01-9,crolibulin,-0.2451473879219952,1.7540352180105814e-13,1.075992417725546e-12,878
ATP5F1A,BRD-K00004726-001-01-9,ametantrone,-0.2451335909967625,2.06023716107846e-13,1.245199455100227e-12,873
ZEB1,BRD-K55790047-001-02-9,ON-01500,-0.2450812325551837,1.8971284548839282e-13,1.1546793293632072e-12,876
CD79B,BRD-K00003114-001-01-9,C188-9,-0.245064519056805,1.788139221838828e-13,1.0946147169412545e-12,878
CLTB,BRD-K00004604-001-01-9,PRLX-93936,-0.2450432202126224,2.1037077573104415e-13,1.2695031681864093e-12,873
TXNDC5,BRD-K00003354-001-01-9,cinobufotalin,-0.2450398399337968,2.105351088429535e-13,1.2701668982647157e-12,873
YAP1,BRD-K00084847-001-01-9,Pyriproxyfen,-0.2450049714967994,3.404890965732203e-13,1.959593983036027e-12,858
BAMBI,BRD-K00003223-003-01-9,amiselimod,-0.2449628910110175,2.143102376602111e-13,1.289613510451713e-12,873
ITGB5,BRD-K00003282-001-01-9,esonarimod,-0.2448745579523622,1.8687891441358017e-13,1.1389136864861009e-12,878
NARF,BRD-K55790047-001-02-9,ON-01500,-0.2448239038399305,2.0136778228001557e-13,1.2205310703964013e-12,876
NARF,BRD-K00003159-300-01-9,banoxantrone,-0.2448026634362007,1.900234323877559e-13,1.1562685919725673e-12,878
JUNB,BRD-K00003313-001-01-9,trabectedin,-0.2447775042680547,1.9113605345403202e-13,1.1627360336615397e-12,878
PIM2,BRD-K00003222-001-01-9,tradipitant,-0.2447026457324159,1.944844672045812e-13,1.1824898458651073e-12,878
NARF,BRD-K00090635-001-01-9,DM4,-0.2446692872229368,3.674342155558881e-13,2.1001889180660837e-12,858
PIM2,BRD-K00003111-001-01-9,BOS-172722,-0.2446257347566222,1.9798459324368757e-13,1.201582942947667e-12,878
EGFR,BRD-K00003096-001-01-9,FN-1501,-0.2445953154909857,1.993859217441061e-13,1.209459580327861e-12,878
GPC1,BRD-K00003431-001-01-9,ziritaxestat,-0.2444927073143158,2.0418490975446721e-13,1.2353636320945914e-12,878
GFI1,BRD-K00003187-236-01-9,guadecitabine,-0.2444491192556444,2.0625764014014867e-13,1.2462909941456964e-12,878
RBFOX2,BRD-K00003096-001-01-9,FN-1501,-0.2443442969567779,2.1132707527423738e-13,1.2742869977578628e-12,878
PIK3CD,BRD-K57243773-001-01-6,FRAX486,-0.2443417590774759,2.251256447011403e-13,1.348791737491682e-12,876
KAT6B,BRD-K00004701-001-01-9,KPT-9274,-0.2443379848358898,2.1163621349732989e-13,1.2758219194891909e-12,878
SPINT2,BRD-K51329597-001-02-9,AZM-475271,-0.2442890440685327,2.2788422183335975e-13,1.3632224296619616e-12,876
PIM2,BRD-K00004750-001-01-9,PF-06873600,-0.2442737789415145,2.51215553937762e-13,1.486056675938591e-12,873
ERBB2,BRD-K00003518-004-01-9,methylbenactyzium-bromide,-0.2442455715661113,2.528520757468168e-13,1.494682099675523e-12,873
PIK3CD,BRD-K00003111-001-01-9,BOS-172722,-0.2442030983409302,2.1834933988469857e-13,1.311892229250688e-12,878
EGFR,BRD-K00084310-001-02-9 - QC Failure,TNO155 - QC Failure,-0.2441648853594605,4.118958136144497e-13,2.3326457368056507e-12,858
E2F3,BRD-K91876515-001-03-9,S63845,-0.2440675939069808,2.253033669460533e-13,1.3495105823329465e-12,878
ITGB5,BRD-K00003106-001-01-9,AZD4573,-0.2439720316422873,2.692743027842279e-13,1.5828669528855573e-12,873
TCF3,BRD-A00047421-001-01-7,ARV-825,-0.2439555455893704,2.3121729993338016e-13,1.382384535390177e-12,878
KLF5,BRD-K00091071-001-01-9,PF-06952229,-0.24393878092693,4.3349933259627253e-13,2.442561813269065e-12,858
BCAR3,BRD-K00003313-001-01-9,trabectedin,-0.2438918761950033,2.346453328243782e-13,1.4022323494685164e-12,878
SMARCA4,BRD-K00003532-001-01-9,inarigivir,-0.2438874078045514,2.3488777899301135e-13,1.4033223851290036e-12,878
YAP1,BRD-K00003343-001-01-9,VLX1570,-0.2438792001633528,2.353337498197038e-13,1.405627498284211e-12,878
PIM2,BRD-K00003417-001-01-9,MRX-2843,-0.2438739304184444,2.754150751641543e-13,1.6157131367310778e-12,873
